SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,MultipleLines_No.phone.service,MultipleLines_Yes,InternetService_Fiber.optic,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_No.internet.service,StreamingMovies_Yes,Contract_One.year,Contract_Two.year,PaperlessBilling_Yes,PaymentMethod_Credit.card..automatic.,PaymentMethod_Electronic.check,PaymentMethod_Mailed.check
0,4,20.85,62.9,No,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,33,88.95,3027.65,No,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0
0,72,23.55,1723.95,No,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
0,13,85.95,1215.65,No,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
0,25,58.6,1502.65,Yes,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0
0,1,35.45,35.45,Yes,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,57,19.6,1170.55,No,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
1,1,70.45,70.45,Yes,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,72,88.05,6425.65,No,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0
0,30,64.5,1929.95,No,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
0,15,69.5,1071.4,No,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1
0,6,19.7,113.5,No,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,13,56,764.55,No,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
0,53,73.9,3958.25,No,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0
0,69,19.9,1363.45,No,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,43,84.25,3539.25,No,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0
0,53,94.85,5000.2,Yes,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0
0,32,20.55,654.55,No,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,34,24.7,780.2,No,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,29.95,29.95,Yes,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,13,19.65,244.8,No,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,69,19.75,1375.4,No,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,20,96.55,1901.65,No,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0
0,59,111.35,6519.75,No,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0
0,1,20.75,20.75,No,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,14,80.05,1112.3,No,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
0,71,105.55,7405.5,No,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0
0,33,79.95,2684.85,No,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
0,1,79.9,79.9,Yes,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,66,56.6,3789.2,No,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0
0,65,84.2,5324.5,No,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0
0,71,24.75,1836.9,No,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4,50.05,179.35,Yes,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,84.6,84.6,Yes,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
0,10,29.6,299.05,No,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
0,18,73.15,1305.95,No,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,72,86.6,6350.5,No,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0
0,72,109.2,7878.3,No,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0
1,4,75.35,273.4,No,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,1,40.2,40.2,Yes,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,32,83.7,2633.3,No,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0
0,50,114.35,5791.1,No,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0
1,13,106.9,1364.3,Yes,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0
0,50,24.9,1195.25,No,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,71,24.25,1732.95,No,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
1,16,94.45,1511.2,Yes,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0
0,57,59.75,3450.15,No,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0
1,20,107.05,2172.05,No,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0
0,1,70.6,70.6,Yes,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,14,55,771.95,No,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0
0,5,50.55,244.75,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,10,51.2,498.25,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,1,25.4,25.4,No,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,22,76,1783.6,No,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0
1,6,89.35,567.8,No,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
0,1,73.6,73.6,Yes,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
1,4,95.45,396.1,Yes,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
0,68,60.3,4109,No,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0
1,32,74.9,2303.35,Yes,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,43,115.05,4895.1,No,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0
0,51,110.05,5686.4,No,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0
0,71,19.9,1355.1,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
0,9,48.6,422.3,No,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,69,60.05,4176.7,No,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0
1,2,70.35,139.05,Yes,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,8,19.2,161.95,No,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
0,46,94.9,4422.95,No,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0
0,7,73.85,511.25,Yes,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,63,103.4,6603,Yes,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0
0,41,20.25,865,No,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
0,23,44.95,996.85,No,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,17,44.6,681.4,No,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,21,41.9,840.1,Yes,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
0,41,98.8,3959.15,No,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0
0,23,59.95,1406,No,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,71,98.65,6962.85,No,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0
0,72,112.6,8126.65,No,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0
0,56,99.75,5608.4,No,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0
0,25,104.95,2566.5,Yes,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0
1,27,84.8,2309.55,No,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0
0,66,90.05,5965.95,No,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0
1,33,109.9,3694.7,No,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0
1,33,54.6,1803.7,No,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0
0,11,20.05,237.7,No,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,68,55.9,3848.8,No,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,20,19.7,419.4,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
0,72,19.8,1468.75,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
0,5,24.3,132.25,No,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,29,100.55,2830.45,No,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0
0,10,40.7,449.3,No,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0,68,58.25,3975.7,No,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,36,20.85,720.05,No,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,16,112.95,1882.55,No,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0
0,54,114.65,6049.5,No,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1
0,18,64.8,1166.7,No,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,72,105.5,7611.55,No,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
0,28,81.05,2227.1,Yes,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
0,28,92.9,2768.35,No,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
0,30,80.8,2369.3,No,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0
0,44,19.9,868.1,No,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,9,70.05,564.4,No,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1
0,24,80.25,1861.5,Yes,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0
0,5,96.1,453.4,Yes,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0
1,20,81.45,1671.6,No,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
0,15,100.15,1415,No,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0
0,28,60.9,1785.65,No,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
1,5,28.45,131.05,Yes,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,71,80.7,5676,No,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0
0,69,79.45,5502.55,No,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0
0,2,94.2,167.5,Yes,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0
0,6,80.5,502.85,Yes,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1,20,94.3,1818.3,No,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0
0,56,105.45,5916.95,No,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0
0,30,95,2852.4,No,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0
0,28,54.3,1546.3,No,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,29,51.6,1442,No,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,34,100.05,3480,Yes,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
0,35,19.6,686.95,No,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,24,21.1,490.65,No,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
0,70,20.05,1360.25,No,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,33,58.45,1955.4,No,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
0,11,58.95,601.6,No,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,13,45.55,597,Yes,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
0,34,78.95,2647.2,No,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
0,65,105.05,6744.25,No,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0
0,23,25.6,514.75,No,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
0,56,68.75,3808,No,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0
0,11,70.2,760.05,No,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,49.3,49.3,No,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,3,23.6,89.05,No,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,71,73.5,5357.75,No,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0
1,47,59.6,2754,No,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1,28,110.85,3204.4,No,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0
1,35,94.55,3365.4,No,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0
0,2,19.65,38.8,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,1,75.3,75.3,Yes,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,4,89.2,346.2,Yes,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0
0,72,111.9,8071.05,No,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0
0,1,45.6,45.6,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,12,61.65,713.75,Yes,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1
0,16,74.55,1170.5,No,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
0,2,19.95,47.7,No,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,66,74.25,4859.25,No,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,32,109.55,3608,No,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0
0,9,29.95,248.95,Yes,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,66,20.55,1357.1,No,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,15,48.85,631.4,No,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,23,84.25,1968.1,No,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0
1,72,111.65,7943.45,No,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0
0,72,89.85,6562.9,No,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0
0,65,105.5,6985.65,Yes,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0
1,56,104.55,5794.65,Yes,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0
0,10,85.25,855.3,Yes,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,45.7,45.7,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,74.6,74.6,Yes,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
0,4,24.25,96.05,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,49,30.2,1453.1,No,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,4,45.65,191.05,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,53,25.55,1336.1,No,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,22,24.85,493.4,No,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1,65,110.35,7246.15,No,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0
0,61,73.8,4616.05,No,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0
0,1,71.1,71.1,No,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,49.9,49.9,No,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,22,20.05,417,No,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
0,1,20.65,20.65,No,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,72,85.15,6316.2,No,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0
0,66,63.3,4189.7,No,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
0,35,83.15,2848.45,No,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,4,49.25,208.45,No,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,27,104.65,2964,No,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0
0,1,19.55,19.55,Yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,14,86,1164.05,No,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1
0,72,25.4,1710.9,No,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,32,85.65,2664.3,No,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,26,50.35,1277.5,No,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,61,20.55,1305.95,No,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,4,85.95,381.3,Yes,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
1,33,94.5,3105.55,Yes,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
0,65,74.2,4805.65,No,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0
0,45,87.25,3941.7,Yes,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0
0,30,110.45,3327.05,No,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0
0,3,19.85,57.2,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,22,89.25,1907.85,Yes,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,3,70.3,208.85,Yes,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,11,35.8,363.15,No,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,22,78.85,1600.25,No,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1
0,5,88.9,454.15,Yes,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1
0,2,82,184.65,Yes,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0
0,59,107,6152.3,No,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0
0,2,45.35,89.5,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,71,73.35,5154.5,No,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0
0,5,44.8,220.45,No,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,27,54.75,1510.3,No,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
1,46,110,4874.8,Yes,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0
0,24,78.4,1832.4,No,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0
0,72,69.65,4908.25,No,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0
0,34,67.65,2339.3,No,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0
0,20,25.55,507.4,No,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,70,75.65,5411.4,No,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0
0,39,23.8,903.8,No,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
0,34,30.4,938.65,No,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,2,86.2,178.7,Yes,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,21,111.2,2317.1,Yes,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0
0,43,79.15,3566.6,No,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0
0,62,25.8,1563.95,No,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
0,60,90.95,5453.4,Yes,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0
0,34,44.85,1442.6,No,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0
0,70,74.1,5222.3,No,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0
0,37,88.8,3340.55,No,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0
0,12,19.8,229.6,Yes,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,13,30.85,394.1,No,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,65,84.85,5459.2,No,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0
0,72,115.8,8476.5,No,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0
0,52,85.15,4461.85,No,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1
