SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,MultipleLines_No.phone.service,MultipleLines_Yes,InternetService_Fiber.optic,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_No.internet.service,StreamingMovies_Yes,Contract_One.year,Contract_Two.year,PaperlessBilling_Yes,PaymentMethod_Credit.card..automatic.,PaymentMethod_Electronic.check,PaymentMethod_Mailed.check
0,31,79.2,2497.2,No,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1
0,10,79.85,887.35,No,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
0,1,49.05,49.05,No,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,52,20.4,1090.65,No,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
1,64,111.6,7099,No,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0
0,3,64.5,177.4,No,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1,56,110.5,6139.5,No,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0
0,46,55.65,2688.85,No,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1,30,74.75,2111.3,No,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0
0,11,50.55,565.35,No,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0,35,62.15,2215.45,No,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
0,46,19.95,927.1,No,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
0,29,33.75,1009.25,No,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,30,82.05,2570.2,No,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,66,84,5714.25,No,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1
0,71,66.85,4748.7,No,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0
0,5,21.05,113.85,Yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,52,21,1107.2,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,25,98.5,2514.5,Yes,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0
0,1,20.2,20.2,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,19.45,19.45,No,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,5,24.3,100.2,No,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,72,104.15,7303.05,No,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0
0,32,30.15,927.65,No,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,43,94.35,3921.3,No,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1
0,55,96.75,5238.9,Yes,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
0,52,57.95,3042.25,No,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
1,37,76.5,2868.15,Yes,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,64,54.6,3423.5,No,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0
0,3,89.85,248.4,No,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0
0,36,31.05,1126.35,No,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,10,100.25,1064.65,Yes,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0
0,41,20.65,835.15,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,27,85.2,2151.6,No,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0
0,56,99.8,5515.45,No,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0
0,6,20.7,112.75,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,7,50.7,350.35,No,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,27,78.05,2135.5,Yes,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
0,1,19.75,19.75,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,71,56.45,3985.35,No,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0
0,67,50.55,3260.1,No,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,2,44.35,81.25,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,43,25.7,1188.2,No,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
0,23,75,1778.5,No,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
0,64,20.2,1277.75,No,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,8,71.15,563.65,Yes,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,61,101.05,5971.25,No,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0
0,64,84.3,5289.05,No,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0
1,71,23.95,1756.2,No,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,65,99.05,6416.7,No,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0
0,3,19.6,61.35,No,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,1,45.65,45.65,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,8,68.55,564.35,No,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0
0,7,95,655.5,Yes,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,70,108.15,7930.55,No,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0
0,62,86.1,5215.25,No,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0
0,14,80.9,1152.8,No,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,22,84.15,1821.95,No,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,22,20.15,419.9,No,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,16,64.25,1024,No,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
0,10,25.7,251.6,No,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,20,82.4,1592.35,Yes,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0,2,69.7,135.2,No,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,11,20.6,233.9,No,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,4,70.9,273,Yes,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,72,89.05,6254.45,No,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0
1,58,45.3,2651.2,Yes,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
0,16,20.4,321.4,No,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,2,104.4,242.8,Yes,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0
0,14,81.95,1181.75,No,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1
1,15,74.45,1145.7,Yes,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,7,76.45,503.6,Yes,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,15,105.35,1559.25,No,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0
0,61,20.55,1252,No,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
0,1,45.3,45.3,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,8,84.5,662.65,Yes,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,33,74.75,2453.3,No,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0
0,13,79.25,1111.65,Yes,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0
0,1,24.8,24.8,Yes,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,20,51.8,1023.85,No,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,3,30.4,82.15,No,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,40,56.6,2379.1,No,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,43,71.9,3173.35,No,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0
0,6,91,531,Yes,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0
0,72,109.7,8129.3,No,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0
0,59,19.3,1192.7,No,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,24,24.1,587.4,No,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
0,72,112.25,8041.65,No,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0
0,27,101.9,2681.15,No,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,13,78.3,1033.95,No,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
0,44,68.85,2958.95,No,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,72,55.45,4179.2,No,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0
0,19,106.6,1934.45,Yes,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0
0,64,102.45,6654.1,No,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0
0,2,46,84.5,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,1,25.25,25.25,No,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,61,19.75,1124.2,No,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,29,20,540.05,No,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,23,86.8,1975.85,No,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,57,58.75,3437.45,No,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0
0,72,45.25,3139.8,No,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0
0,8,80,624.6,No,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,4,70.15,268.35,Yes,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,20.2,20.2,No,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
0,12,19.35,219.35,No,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
0,24,50.6,1288.75,No,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1
0,31,81.15,2545.75,No,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1
0,1,55.2,55.2,Yes,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,30,89.9,2723.15,No,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0
0,47,85.3,4107.25,No,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0
0,54,108,5760.65,No,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0
0,50,93.5,4747.5,No,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0
0,72,20.25,1566.9,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,29,25.15,702,No,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,2,54.4,114.1,Yes,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,11,95,1120.3,Yes,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
0,16,19.75,284.35,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,41,74.7,3187.65,No,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0
1,65,94.4,6126.15,No,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0
1,13,54.8,731.3,No,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
0,41,65,2531.8,No,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1,15,74.4,1074.3,Yes,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
0,1,48.55,48.55,Yes,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,42,99,4298.45,No,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0
0,51,93.5,4619.55,No,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0
0,2,70.4,147.15,Yes,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,10,19.85,193.05,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,67,59.55,4103.9,No,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0
0,61,115.1,7008.15,No,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0
0,2,44.6,80.55,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,29,45,1228.65,No,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
1,3,41.15,132.2,Yes,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
1,57,89.85,4925.35,No,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0
0,31,49.85,1520.1,No,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0
0,45,113.3,5032.25,No,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1
0,61,88.1,5526.75,No,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1
1,19,105,2007.25,No,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1
0,59,19.35,1099.6,Yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,1,24.8,24.8,Yes,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,85.4,401.1,Yes,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0
0,52,105.05,5624.85,Yes,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0
1,21,64.95,1339.8,No,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
0,6,55.15,322.9,No,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
0,68,54.45,3687.75,No,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,18,95.15,1779.95,Yes,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
0,20,44.35,927.15,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,70,70,Yes,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,8,74.5,606.55,Yes,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
0,10,44.85,435.4,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,24,76.1,1712.7,Yes,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,35,61.2,2021.2,No,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1
0,23,86.8,1940.8,No,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1
0,12,19.7,220.35,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,20.25,20.25,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,71,76.05,5436.45,No,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1,35,100.8,3437.5,No,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
0,40,74.55,3015.75,No,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0,23,64.9,1509.8,No,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
0,4,90.4,356.65,No,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0
0,38,81.85,3141.7,No,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1
0,52,24.8,1229.1,No,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,29,75.55,2054.4,No,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1
1,38,101.15,3741.85,No,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
0,48,78.75,3682.45,No,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0
0,1,19.25,19.25,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,22,89.05,1886.25,No,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0
1,5,69.35,341.6,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,5,80.6,415.55,Yes,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0,38,80.3,3058.65,Yes,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0
1,24,93.15,2231.05,Yes,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
0,35,91.5,3236.35,No,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0
1,54,82.45,4350.1,Yes,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0
0,72,60,4264,No,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0
0,1,44.8,44.8,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,52,102.7,5138.1,No,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0
1,11,82.9,880.05,No,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0
1,28,35.9,973.65,No,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,17,82.65,1470.05,No,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0
0,35,19.85,739.35,No,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
0,2,80.6,155.8,Yes,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,68,75.8,5293.95,Yes,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0
0,43,104.6,4759.85,Yes,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0
0,68,88.15,6148.45,No,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0
0,36,94.8,3565.65,No,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
1,32,54.65,1830.1,No,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,71,85.75,6223.8,No,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0
0,66,67.45,4508.65,No,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0
0,63,20.5,1328.15,No,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,1,72.1,72.1,No,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,2,90.4,168.2,Yes,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
0,70,19.45,1303.5,No,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,64,97,6430.9,No,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0
0,37,62.8,2278.75,No,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0
1,7,89.15,574.35,No,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
0,4,84.8,371.9,Yes,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
0,10,80.25,846,Yes,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,16,54.1,889,No,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,64,105.25,6823.4,No,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0
1,27,30.75,805.1,Yes,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,42,97.1,4016.75,No,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0
0,5,20.2,83.75,No,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,58,50.3,2878.55,No,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,47,20.55,945.7,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
0,18,75.9,1373.05,No,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,5,96.5,492.55,Yes,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
0,1,19.15,19.15,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,33,20.6,690.25,No,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
